Status,Ticket ID,Priority,Source,Topic,Agent Group,Agent Name,Created time,Expected SLA to resolve,Expected SLA to first response,First response time,SLA For first response,Resolution time,SLA For Resolution,Close time,Agent interactions,Survey results,Product group,Support Level,Country,Latitude,Longitude
Closed,3300,Low,Chat,Pricing and licensing,1st line support,Nicola Wane,10-11-2023 17:24,10-12-2023 17:24,10-11-2023 17:26,26:27.9,Within SLA,26:57.7,Within SLA,14:30.3,6,3,Custom software development,Tier 1,Spain,39.67337,-4.767726
In progress,3301,High,Phone,Feature request,1st line support,Kristos Westoll,10-11-2023 01:12,10/13/2023 1:12,10-11-2023 01:14,14:12.7,Within SLA,,SLA Violated,,1,,Ready to use Software,Tier 1,Germany,51.165691,10.451526
Closed,3302,Low,Chat,Product setup,1st line support,Nicola Wane,10-11-2023 05:25,10-12-2023 05:25,10-11-2023 05:27,27:26.9,Within SLA,18:52.7,Within SLA,46:34.5,8,4,Custom software development,Tier 1,Italy,43.036776,12.678565
Closed,3303,Medium,Chat,Pricing and licensing,1st line support,Connor Danielovitch,10-12-2023 15:08,10/13/2023 15:08,10-12-2023 15:10,08:55.3,Within SLA,27:09.7,Within SLA,35:34.5,6,3,Other,Tier 1,Poland,52.536273,19.050639
Resolved,3304,Low,Chat,Other,2nd line support,Michele Whyatt,10-12-2023 04:25,10/13/2023 4:25,10-12-2023 04:27,26:47.4,Within SLA,55:18.3,Within SLA,,4,,Training and Consulting Services,Tier 2,Republic of Ireland,53.094024,-8.019675
Resolved,3305,Low,Chat,Product setup,1st line support,Nicola Wane,10-12-2023 12:33,10/13/2023 12:33,10-12-2023 12:35,35:37.5,Within SLA,29:04.9,SLA Violated,,8,,Ready to use Software,Tier 1,Poland,52.536273,19.050639
Closed,3306,Medium,Email,Pricing and licensing,1st line support,Nicola Wane,10-12-2023 15:03,10/14/2023 15:03,10-12-2023 16:03,27:47.0,Within SLA,11:07.1,Within SLA,22:54.3,2,4,Custom software development,Tier 1,Italy,43.036776,12.678565
In progress,3307,Low,Email,Pricing and licensing,1st line support,Sheela Cutten,10-12-2023 19:25,10/14/2023 19:25,10-12-2023 20:25,35:32.2,Within SLA,,SLA Violated,,1,,Ready to use Software,Tier 1,Italy,43.036776,12.678565
Closed,3308,Low,Chat,Pricing and licensing,1st line support,Bernard Beckley,10-12-2023 19:02,10/13/2023 19:02,10-12-2023 19:04,04:00.8,Within SLA,04:52.5,Within SLA,43:37.6,5,2,Custom software development,Tier 1,United Kingdom,55.378052,-3.435973
Closed,3309,Low,Email,Other,2nd line support,Adolpho Messingham,10-12-2023 12:47,10/14/2023 12:47,10-12-2023 13:47,10:13.9,Within SLA,09:27.0,Within SLA,48:40.7,9,1,Ready to use Software,Tier 2,Austria,47.6964719,13.3457347
Closed,3310,Medium,Email,Product setup,1st line support,Nicola Wane,10-12-2023 18:46,10/14/2023 18:46,10-12-2023 19:46,31:01.0,Within SLA,24:20.5,Within SLA,42:43.3,1,3,Training and Consulting Services,Tier 1,Italy,43.036776,12.678565
In progress,3311,Low,Chat,Product setup,1st line support,Bernard Beckley,10/13/2023 16:13,10/14/2023 16:13,10/13/2023 16:15,14:39.1,Within SLA,,SLA Violated,,2,,Other,Tier 1,France,48.864716,2.349014
Closed,3312,Low,Phone,Bug report,1st line support,Kristos Westoll,10/13/2023 22:23,10/15/2023 22:23,10/13/2023 22:25,24:01.2,Within SLA,41:25.0,Within SLA,03:00.5,3,5,Custom software development,Tier 1,Republic of Ireland,53.094024,-8.019675
In progress,3313,Medium,Chat,Purchasing and invoicing,1st line support,Connor Danielovitch,10/13/2023 12:25,10/14/2023 12:25,10/13/2023 12:27,26:46.1,Within SLA,,SLA Violated,,6,,Other,Tier 1,Bulgaria,42.7249925,25.4833039
Closed,3314,Medium,Email,Bug report,1st line support,Kristos Westoll,10/13/2023 17:04,10/15/2023 17:04,10/13/2023 18:04,41:12.1,Within SLA,26:44.7,SLA Violated,01:52.1,3,5,Custom software development,Tier 1,Slovenia,46.1491664,14.9860106
Resolved,3315,Medium,Chat,Feature request,2nd line support,Adolpho Messingham,10/14/2023 19:17,10/15/2023 19:17,10/14/2023 19:19,23:38.1,SLA Violated,19:30.6,SLA Violated,,7,,Ready to use Software,Tier 2,France,48.864716,2.349014
Closed,3316,Medium,Email,Feature request,1st line support,Sheela Cutten,10/14/2023 13:17,10/16/2023 13:17,10/14/2023 14:17,52:20.1,Within SLA,38:18.8,Within SLA,54:27.0,1,2,Custom software development,Tier 1,Republic of Ireland,53.094024,-8.019675
In progress,3317,Low,Email,Pricing and licensing,1st line support,Nicola Wane,10/14/2023 19:40,10/16/2023 19:40,10/14/2023 20:40,12:54.2,Within SLA,,SLA Violated,,2,,Ready to use Software,Tier 1,France,48.864716,2.349014
Resolved,3318,Low,Chat,Pricing and licensing,1st line support,Connor Danielovitch,10/14/2023 15:22,10/15/2023 15:22,10/14/2023 15:24,23:45.4,Within SLA,47:48.5,Within SLA,,5,,Ready to use Software,Tier 1,Spain,39.67337,-4.767726
Closed,3319,Medium,Chat,Pricing and licensing,1st line support,Kristos Westoll,10/14/2023 7:59,10/15/2023 7:59,10/14/2023 8:01,01:21.8,Within SLA,41:22.2,SLA Violated,28:17.1,2,2,Custom software development,Tier 1,Germany,51.165691,10.451526
Resolved,3331,Medium,Email,Purchasing and invoicing,1st line support,Nicola Wane,10/16/2023 9:32,10/18/2023 9:32,10/16/2023 10:32,11:30.4,Within SLA,05:13.2,Within SLA,,2,,Ready to use Software,Tier 1,Poland,52.536273,19.050639
In progress,3332,Medium,Email,Feature request,1st line support,Sheela Cutten,10/16/2023 14:25,10/18/2023 14:25,10/16/2023 15:25,42:19.8,Within SLA,,SLA Violated,,1,,Other,Tier 1,Italy,43.036776,12.678565
In progress,3333,Low,Phone,Product setup,1st line support,Connor Danielovitch,10/16/2023 14:14,10/18/2023 14:14,10/16/2023 14:16,16:19.4,Within SLA,,SLA Violated,,2,,Ready to use Software,Tier 1,Italy,43.036776,12.678565
In progress,3334,Low,Email,Pricing and licensing,1st line support,Bernard Beckley,10/16/2023 12:38,10/18/2023 12:38,10/16/2023 13:38,11:14.1,Within SLA,,SLA Violated,,9,,Ready to use Software,Tier 1,Slovenia,46.1491664,14.9860106
Resolved,3335,Low,Email,Bug report,1st line support,Nicola Wane,10/16/2023 22:24,10/18/2023 22:24,10/16/2023 23:24,51:50.3,Within SLA,58:32.4,Within SLA,,2,,Ready to use Software,Tier 1,Italy,43.036776,12.678565
Resolved,3336,Medium,Chat,Bug report,1st line support,Connor Danielovitch,10/16/2023 4:17,10/17/2023 4:17,10/16/2023 4:19,17:39.0,Within SLA,00:46.6,Within SLA,,5,,Ready to use Software,Tier 1,Germany,51.165691,10.451526
Resolved,3337,Low,Chat,Bug report,1st line support,Sheela Cutten,10/16/2023 13:54,10/17/2023 13:54,10/16/2023 13:56,54:23.6,Within SLA,00:55.2,SLA Violated,,2,,Training and Consulting Services,Tier 1,France,48.864716,2.349014
Closed,3338,High,Chat,Purchasing and invoicing,1st line support,Bernard Beckley,10/16/2023 18:14,10/17/2023 18:14,10/16/2023 18:16,15:28.1,Within SLA,29:16.4,Within SLA,58:03.5,5,3,Custom software development,Tier 1,Austria,47.6964719,13.3457347
Resolved,3339,Low,Email,Pricing and licensing,2nd line support,Heather Urry,10/16/2023 19:22,10/18/2023 19:22,10/16/2023 20:22,08:05.7,Within SLA,40:55.6,Within SLA,,3,,Custom software development,Tier 2,Poland,52.536273,19.050639
Resolved,3340,Medium,Chat,Purchasing and invoicing,1st line support,Nicola Wane,10/16/2023 0:12,10/17/2023 0:12,10/16/2023 0:14,17:25.5,SLA Violated,04:44.1,Within SLA,,6,,Custom software development,Tier 1,Italy,43.036776,12.678565
Closed,3341,Medium,Email,Pricing and licensing,1st line support,Kristos Westoll,10/16/2023 0:32,10/18/2023 0:32,10/16/2023 1:32,30:34.7,Within SLA,43:40.9,Within SLA,03:26.6,8,2,Other,Tier 1,Spain,39.67337,-4.767726
Closed,3342,High,Email,Purchasing and invoicing,1st line support,Sheela Cutten,10/16/2023 0:49,10/18/2023 0:49,10/16/2023 1:49,10:53.4,Within SLA,34:46.3,Within SLA,18:13.5,3,4,Training and Consulting Services,Tier 1,Republic of Ireland,53.094024,-8.019675
Resolved,3343,High,Email,Pricing and licensing,1st line support,Bernard Beckley,10/17/2023 0:10,10/19/2023 0:10,10/17/2023 1:10,44:55.4,Within SLA,02:52.8,Within SLA,,7,,Ready to use Software,Tier 1,United Kingdom,55.378052,-3.435973
Closed,3344,Low,Chat,Pricing and licensing,1st line support,Connor Danielovitch,10/17/2023 21:43,10/18/2023 21:43,10/17/2023 21:45,43:37.7,Within SLA,08:05.8,SLA Violated,20:40.2,7,5,Ready to use Software,Tier 1,Germany,51.165691,10.451526
Closed,3345,Low,Email,Bug report,1st line support,Nicola Wane,10/17/2023 8:26,10/19/2023 8:26,10/17/2023 9:26,25:11.1,Within SLA,56:04.9,Within SLA,11:17.2,3,5,Ready to use Software,Tier 1,Italy,43.036776,12.678565
Resolved,3346,Low,Email,Other,1st line support,Connor Danielovitch,10/17/2023 11:44,10/19/2023 11:44,10/17/2023 12:44,00:15.2,Within SLA,09:11.8,Within SLA,,1,,Custom software development,Tier 1,Spain,39.67337,-4.767726
Resolved,3347,Low,Email,Bug report,1st line support,Nicola Wane,10/17/2023 20:29,10/19/2023 20:29,10/17/2023 21:29,26:40.4,Within SLA,12:09.1,Within SLA,,2,,Training and Consulting Services,Tier 1,Germany,51.165691,10.451526
Closed,3348,Low,Email,Training request,2nd line support,Michele Whyatt,10/17/2023 6:00,10/19/2023 6:00,10/17/2023 7:00,47:01.0,SLA Violated,58:32.3,SLA Violated,13:56.2,1,4,Training and Consulting Services,Tier 2,Czech Republic,49.8037633,15.4749126
Resolved,3349,Low,Email,Pricing and licensing,1st line support,Connor Danielovitch,10/18/2023 8:08,10/20/2023 8:08,10/18/2023 9:08,51:54.3,Within SLA,48:06.0,SLA Violated,,7,,Ready to use Software,Tier 1,Republic of Ireland,53.094024,-8.019675
Resolved,3350,Low,Phone,Other,1st line support,Bernard Beckley,10/18/2023 10:05,10/20/2023 10:05,10/18/2023 10:07,05:44.6,Within SLA,14:45.7,SLA Violated,,1,,Ready to use Software,Tier 1,United Kingdom,55.378052,-3.435973
In progress,3351,Low,Chat,Product setup,1st line support,Sheela Cutten,10/18/2023 21:51,10/19/2023 21:51,10/18/2023 21:53,53:19.9,Within SLA,,SLA Violated,,6,,Ready to use Software,Tier 1,Poland,52.536273,19.050639
Resolved,3352,Low,Chat,Pricing and licensing,1st line support,Kristos Westoll,10/18/2023 5:39,10/19/2023 5:39,10/18/2023 5:41,39:13.3,Within SLA,50:54.7,Within SLA,,6,,Custom software development,Tier 1,Republic of Ireland,53.094024,-8.019675
Closed,3353,Medium,Email,Product setup,1st line support,Sheela Cutten,10/18/2023 15:35,10/20/2023 15:35,10/18/2023 16:35,28:27.8,Within SLA,56:50.4,Within SLA,29:18.8,4,2,Custom software development,Tier 1,Czech Republic,49.8037633,15.4749126
Closed,3354,Low,Phone,Purchasing and invoicing,1st line support,Bernard Beckley,10/18/2023 17:52,10/20/2023 17:52,10/18/2023 17:54,55:09.7,SLA Violated,32:16.0,SLA Violated,46:54.2,2,2,Custom software development,Tier 1,Czech Republic,49.8037633,15.4749126
Resolved,3355,Medium,Chat,Other,2nd line support,Adolpho Messingham,10/18/2023 2:49,10/19/2023 2:49,10/18/2023 2:51,49:05.6,Within SLA,47:01.9,Within SLA,,2,,Ready to use Software,Tier 2,United Kingdom,55.378052,-3.435973
Closed,3356,Medium,Email,Product setup,1st line support,Kristos Westoll,10/18/2023 20:38,10/20/2023 20:38,10/18/2023 21:38,20:24.4,Within SLA,56:08.7,Within SLA,36:56.8,2,2,Training and Consulting Services,Tier 1,Poland,52.536273,19.050639
Resolved,3357,Low,Email,Bug report,1st line support,Connor Danielovitch,10/18/2023 22:51,10/20/2023 22:51,10/18/2023 23:51,22:04.0,Within SLA,32:47.2,SLA Violated,,7,,Ready to use Software,Tier 1,Poland,52.536273,19.050639
Resolved,3358,Medium,Phone,Product setup,1st line support,Sheela Cutten,10/18/2023 11:15,10/20/2023 11:15,10/18/2023 11:17,17:58.1,SLA Violated,47:55.0,Within SLA,,7,,Training and Consulting Services,Tier 1,Poland,52.536273,19.050639
Resolved,3359,High,Chat,Pricing and licensing,2nd line support,Adolpho Messingham,10/18/2023 15:22,10/19/2023 15:22,10/18/2023 15:24,24:42.0,Within SLA,09:57.1,Within SLA,,2,,Ready to use Software,Tier 2,Poland,52.536273,19.050639
Closed,3360,Low,Email,Product setup,1st line support,Bernard Beckley,10/18/2023 20:36,10/20/2023 20:36,10/18/2023 21:36,11:38.1,Within SLA,55:25.3,Within SLA,39:39.4,1,4,Training and Consulting Services,Tier 1,Slovenia,46.1491664,14.9860106
In progress,3361,High,Email,Product setup,2nd line support,Michele Whyatt,10/18/2023 3:46,10/20/2023 3:46,10/18/2023 4:46,30:57.2,Within SLA,,SLA Violated,,9,,Custom software development,Tier 2,Germany,51.165691,10.451526
Closed,3363,High,Chat,Product setup,2nd line support,Michele Whyatt,10/18/2023 21:11,10/19/2023 21:11,10/18/2023 21:13,13:12.6,Within SLA,59:09.9,Within SLA,04:44.8,2,3,Ready to use Software,Tier 2,France,48.864716,2.349014
In progress,3364,Low,Email,Other,2nd line support,Heather Urry,10/18/2023 0:20,10/20/2023 0:20,10/18/2023 1:20,54:04.5,Within SLA,,SLA Violated,,3,,Other,Tier 2,Republic of Ireland,53.094024,-8.019675
In progress,3365,High,Email,Training request,1st line support,Kristos Westoll,10/19/2023 6:16,10/21/2023 6:16,10/19/2023 7:16,36:18.4,Within SLA,,SLA Violated,,2,,Training and Consulting Services,Tier 1,United Kingdom,55.378052,-3.435973
Closed,3366,Low,Chat,Product setup,1st line support,Connor Danielovitch,10/19/2023 17:45,10/20/2023 17:45,10/19/2023 17:47,47:05.8,Within SLA,33:37.9,Within SLA,47:10.0,6,5,Ready to use Software,Tier 1,Slovenia,46.1491664,14.9860106
Resolved,3367,Medium,Email,Product setup,1st line support,Bernard Beckley,10/19/2023 4:44,10/21/2023 4:44,10/19/2023 5:44,28:31.3,Within SLA,09:09.3,SLA Violated,,2,,Custom software development,Tier 1,Greece,39.368279,21.863141
Closed,3368,Low,Chat,Purchasing and invoicing,1st line support,Connor Danielovitch,10/19/2023 12:01,10/20/2023 12:01,10/19/2023 12:03,03:02.3,Within SLA,10:37.7,SLA Violated,36:36.2,5,5,Ready to use Software,Tier 1,Poland,52.536273,19.050639
Closed,3369,Low,Chat,Feature request,1st line support,Kristos Westoll,10/19/2023 0:51,10/20/2023 0:51,10/19/2023 0:53,52:39.6,Within SLA,06:11.2,Within SLA,56:02.6,5,2,Ready to use Software,Tier 1,Republic of Ireland,53.094024,-8.019675
Resolved,3370,Medium,Email,Product setup,1st line support,Bernard Beckley,10/19/2023 21:34,10/21/2023 21:34,10/19/2023 22:34,58:20.2,Within SLA,27:03.5,Within SLA,,5,,Ready to use Software,Tier 1,United Kingdom,55.378052,-3.435973
Resolved,3371,Low,Chat,Purchasing and invoicing,1st line support,Connor Danielovitch,10/19/2023 4:33,10/20/2023 4:33,10/19/2023 4:35,33:55.4,Within SLA,10:32.4,Within SLA,,9,,Ready to use Software,Tier 1,Republic of Ireland,53.094024,-8.019675
Resolved,3372,Medium,Email,Purchasing and invoicing,1st line support,Nicola Wane,10/19/2023 16:15,10/21/2023 16:15,10/19/2023 17:15,27:35.2,Within SLA,20:02.7,Within SLA,,10,,Ready to use Software,Tier 1,United Kingdom,55.378052,-3.435973
In progress,3373,Low,Email,Other,1st line support,Connor Danielovitch,10/19/2023 13:57,10/21/2023 13:57,10/19/2023 14:57,00:27.4,Within SLA,,SLA Violated,,9,,Custom software development,Tier 1,United Kingdom,55.378052,-3.435973
Closed,3374,Low,Email,Product setup,1st line support,Bernard Beckley,10/19/2023 1:14,10/21/2023 1:14,10/19/2023 2:14,46:53.8,Within SLA,04:36.1,SLA Violated,26:21.6,9,4,Other,Tier 1,Germany,51.165691,10.451526
Closed,3376,Medium,Chat,Pricing and licensing,1st line support,Kristos Westoll,10/19/2023 3:54,10/20/2023 3:54,10/19/2023 3:56,55:07.1,Within SLA,16:39.5,SLA Violated,41:32.6,7,2,Custom software development,Tier 1,Austria,47.6964719,13.3457347
Resolved,3377,Low,Email,Product setup,2nd line support,Heather Urry,10/20/2023 13:53,10/22/2023 13:53,10/20/2023 14:53,47:33.0,SLA Violated,14:31.2,Within SLA,,3,,Ready to use Software,Tier 2,Poland,52.536273,19.050639
Resolved,3379,High,Email,Product setup,2nd line support,Michele Whyatt,10/20/2023 12:13,10/22/2023 12:13,10/20/2023 13:13,52:04.0,Within SLA,34:40.6,Within SLA,,4,,Training and Consulting Services,Tier 2,Spain,39.67337,-4.767726
Resolved,3380,Low,Email,Pricing and licensing,1st line support,Sheela Cutten,10/20/2023 6:09,10/22/2023 6:09,10/20/2023 7:09,15:56.3,Within SLA,40:51.8,Within SLA,,3,,Custom software development,Tier 1,Poland,52.536273,19.050639
In progress,3381,Low,Email,Bug report,2nd line support,Adolpho Messingham,10/20/2023 11:45,10/22/2023 11:45,10/20/2023 12:45,59:56.7,Within SLA,,SLA Violated,,1,,Ready to use Software,Tier 2,Spain,39.67337,-4.767726
Closed,3383,Medium,Email,Pricing and licensing,1st line support,Bernard Beckley,10/20/2023 15:50,10/22/2023 15:50,10/20/2023 16:50,57:05.5,Within SLA,04:24.3,Within SLA,17:15.6,3,3,Custom software development,Tier 1,United Kingdom,55.378052,-3.435973
Resolved,3384,High,Email,Other,1st line support,Nicola Wane,10/21/2023 20:51,10/23/2023 20:51,10/21/2023 21:51,31:36.6,Within SLA,05:18.8,Within SLA,,8,,Custom software development,Tier 1,United Kingdom,55.378052,-3.435973
Closed,3385,Low,Email,Pricing and licensing,1st line support,Sheela Cutten,10/21/2023 4:11,10/23/2023 4:11,10/21/2023 5:11,32:58.8,Within SLA,31:52.4,Within SLA,16:37.4,1,4,Ready to use Software,Tier 1,Poland,52.536273,19.050639
Closed,3386,Low,Phone,Product setup,1st line support,Bernard Beckley,10/21/2023 9:09,10/23/2023 9:09,10/21/2023 9:11,09:59.1,Within SLA,20:24.6,SLA Violated,55:17.2,4,5,Ready to use Software,Tier 1,United Kingdom,55.378052,-3.435973
In progress,3398,Medium,Chat,Product setup,2nd line support,Heather Urry,10/22/2023 0:18,10/23/2023 0:18,10/22/2023 0:20,24:04.9,SLA Violated,,SLA Violated,,5,,Training and Consulting Services,Tier 2,Spain,39.67337,-4.767726
Resolved,3399,High,Email,Product setup,2nd line support,Heather Urry,10/22/2023 16:51,10/24/2023 16:51,10/22/2023 17:51,45:30.4,Within SLA,09:36.2,Within SLA,,7,,Ready to use Software,Tier 2,Italy,43.036776,12.678565
Resolved,3400,Low,Email,Pricing and licensing,1st line support,Sheela Cutten,10/22/2023 14:43,10/24/2023 14:43,10/22/2023 15:43,26:59.9,Within SLA,19:32.9,Within SLA,,1,,Ready to use Software,Tier 1,Czech Republic,49.8037633,15.4749126
Closed,3401,Medium,Chat,Feature request,1st line support,Kristos Westoll,10/22/2023 11:24,10/23/2023 11:24,10/22/2023 11:26,25:44.8,Within SLA,45:12.4,Within SLA,10:51.5,6,4,Other,Tier 1,Germany,51.165691,10.451526
Closed,3402,Medium,Email,Pricing and licensing,1st line support,Sheela Cutten,10/22/2023 2:32,10/24/2023 2:32,10/22/2023 3:32,27:03.4,SLA Violated,35:10.7,SLA Violated,53:58.0,1,5,Custom software development,Tier 1,Germany,51.165691,10.451526
Closed,3403,Low,Phone,Product setup,2nd line support,Adolpho Messingham,10/22/2023 8:47,10/24/2023 8:47,10/22/2023 8:49,48:34.2,Within SLA,16:13.4,Within SLA,25:09.3,4,1,Custom software development,Tier 2,Spain,39.67337,-4.767726
Closed,3404,Low,Chat,Bug report,1st line support,Connor Danielovitch,10/23/2023 0:01,10/24/2023 0:01,10/23/2023 0:03,02:25.0,Within SLA,32:27.9,SLA Violated,56:51.5,4,3,Ready to use Software,Tier 1,Czech Republic,49.8037633,15.4749126
Resolved,3405,Low,Email,Bug report,1st line support,Sheela Cutten,10/23/2023 17:28,10/25/2023 17:28,10/23/2023 18:28,57:13.2,Within SLA,56:24.3,Within SLA,,2,,Training and Consulting Services,Tier 1,Czech Republic,49.8037633,15.4749126
Closed,3406,Low,Email,Pricing and licensing,1st line support,Sheela Cutten,10/23/2023 14:41,10/25/2023 14:41,10/23/2023 15:41,27:36.4,Within SLA,00:18.4,Within SLA,53:29.7,3,4,Ready to use Software,Tier 1,Italy,43.036776,12.678565
Closed,3407,Medium,Email,Feature request,1st line support,Nicola Wane,10/23/2023 4:03,10/25/2023 4:03,10/23/2023 5:03,15:53.8,Within SLA,59:43.8,Within SLA,22:23.3,7,5,Custom software development,Tier 1,Spain,39.67337,-4.767726
Resolved,3408,Medium,Email,Pricing and licensing,1st line support,Kristos Westoll,10/24/2023 0:55,10/26/2023 0:55,10/24/2023 1:55,34:47.4,Within SLA,10:06.3,Within SLA,,8,,Other,Tier 1,Germany,51.165691,10.451526
Closed,3409,Medium,Email,Bug report,1st line support,Kristos Westoll,10/24/2023 16:57,10/26/2023 16:57,10/24/2023 17:57,31:17.4,Within SLA,40:49.0,SLA Violated,03:33.6,5,2,Ready to use Software,Tier 1,Germany,51.165691,10.451526
Closed,3410,Medium,Chat,Feature request,1st line support,Nicola Wane,10/24/2023 5:56,10/25/2023 5:56,10/24/2023 5:58,58:00.0,Within SLA,35:44.6,SLA Violated,03:32.1,6,3,Custom software development,Tier 1,Greece,39.368279,21.863141
Closed,3411,Low,Chat,Purchasing and invoicing,2nd line support,Heather Urry,10/24/2023 9:33,10/25/2023 9:33,10/24/2023 9:35,35:17.7,Within SLA,46:27.6,Within SLA,35:19.1,5,4,Custom software development,Tier 2,Italy,43.036776,12.678565
Closed,3412,High,Email,Product setup,2nd line support,Adolpho Messingham,10/24/2023 20:01,10/26/2023 20:01,10/24/2023 21:01,32:30.6,Within SLA,40:33.9,Within SLA,18:06.2,5,5,Ready to use Software,Tier 2,United Kingdom,55.378052,-3.435973
Resolved,3413,Medium,Email,Feature request,1st line support,Sheela Cutten,10/24/2023 23:54,10/26/2023 23:54,10/25/2023 0:54,56:01.8,Within SLA,49:52.4,Within SLA,,1,,Other,Tier 1,Germany,51.165691,10.451526
Closed,3414,Medium,Chat,Product setup,1st line support,Bernard Beckley,10/24/2023 11:54,10/25/2023 11:54,10/24/2023 11:56,56:34.4,Within SLA,32:59.3,Within SLA,48:18.7,6,3,Other,Tier 1,Bulgaria,42.7249925,25.4833039
Closed,3415,Medium,Email,Pricing and licensing,2nd line support,Adolpho Messingham,10/25/2023 23:08,10/27/2023 23:08,10/26/2023 0:08,09:32.1,Within SLA,24:38.6,Within SLA,40:31.2,8,4,Custom software development,Tier 2,Italy,43.036776,12.678565
Resolved,3416,Low,Chat,Product setup,1st line support,Connor Danielovitch,10/25/2023 9:24,10/26/2023 9:24,10/25/2023 9:26,24:40.5,Within SLA,53:57.8,SLA Violated,,2,,Training and Consulting Services,Tier 1,Poland,52.536273,19.050639
Closed,3417,Medium,Email,Pricing and licensing,1st line support,Kristos Westoll,10/25/2023 10:48,10/27/2023 10:48,10/25/2023 11:48,30:48.8,Within SLA,07:40.0,Within SLA,17:02.5,2,1,Ready to use Software,Tier 1,Slovenia,46.1491664,14.9860106
In progress,3418,Low,Email,Product setup,2nd line support,Michele Whyatt,10/25/2023 4:04,10/27/2023 4:04,10/25/2023 5:04,20:43.2,Within SLA,,SLA Violated,,4,,Training and Consulting Services,Tier 2,Greece,39.368279,21.863141
Resolved,3419,Low,Email,Product setup,1st line support,Bernard Beckley,10/25/2023 23:34,10/27/2023 23:34,10/26/2023 0:34,09:14.5,Within SLA,45:29.7,Within SLA,,6,,Custom software development,Tier 1,United Kingdom,55.378052,-3.435973
Resolved,3420,Low,Chat,Purchasing and invoicing,1st line support,Sheela Cutten,10/25/2023 1:13,10/26/2023 1:13,10/25/2023 1:15,14:14.9,Within SLA,07:41.7,Within SLA,,4,,Training and Consulting Services,Tier 1,Slovenia,46.1491664,14.9860106
Closed,3421,High,Chat,Training request,1st line support,Nicola Wane,10/26/2023 9:44,10/27/2023 9:44,10/26/2023 9:46,46:16.9,Within SLA,08:05.5,Within SLA,22:18.2,5,4,Training and Consulting Services,Tier 1,United Kingdom,55.378052,-3.435973
Resolved,3422,Low,Chat,Bug report,2nd line support,Adolpho Messingham,10/26/2023 2:28,10/27/2023 2:28,10/26/2023 2:30,30:35.9,SLA Violated,24:59.0,SLA Violated,,2,,Ready to use Software,Tier 2,Austria,47.6964719,13.3457347
Resolved,3423,Low,Email,Feature request,1st line support,Connor Danielovitch,10/26/2023 5:47,10/28/2023 5:47,10/26/2023 6:47,28:54.6,Within SLA,22:48.0,Within SLA,,10,,Ready to use Software,Tier 1,Poland,52.536273,19.050639
Closed,3424,Medium,Chat,Product setup,1st line support,Sheela Cutten,10/26/2023 1:39,10/27/2023 1:39,10/26/2023 1:41,39:58.9,Within SLA,53:06.5,Within SLA,26:35.8,6,4,Ready to use Software,Tier 1,Austria,47.6964719,13.3457347
In progress,3425,High,Phone,Bug report,1st line support,Bernard Beckley,10/26/2023 15:13,10/28/2023 15:13,10/26/2023 15:15,13:52.3,Within SLA,,SLA Violated,,3,,Ready to use Software,Tier 1,Republic of Ireland,53.094024,-8.019675
Resolved,3426,Medium,Email,Bug report,1st line support,Kristos Westoll,10/26/2023 22:22,10/28/2023 22:22,10/26/2023 23:22,00:02.8,Within SLA,33:44.7,Within SLA,,4,,Ready to use Software,Tier 1,Italy,43.036776,12.678565
Closed,3427,Low,Email,Product setup,2nd line support,Heather Urry,10/26/2023 16:21,10/28/2023 16:21,10/26/2023 17:21,26:55.9,Within SLA,05:18.0,SLA Violated,21:11.4,2,4,Ready to use Software,Tier 2,France,48.864716,2.349014
Resolved,3428,Low,Email,Pricing and licensing,2nd line support,Heather Urry,10/26/2023 16:46,10/28/2023 16:46,10/26/2023 17:46,24:03.9,Within SLA,05:37.6,Within SLA,,1,,Custom software development,Tier 2,France,48.864716,2.349014
In progress,3429,High,Email,Feature request,1st line support,Kristos Westoll,10/26/2023 18:56,10/28/2023 18:56,10/26/2023 19:56,10:21.0,Within SLA,,SLA Violated,,2,,Ready to use Software,Tier 1,Poland,52.536273,19.050639
Closed,3430,Medium,Chat,Other,1st line support,Kristos Westoll,10/26/2023 22:52,10/27/2023 22:52,10/26/2023 22:54,53:14.4,Within SLA,52:08.8,Within SLA,28:12.4,2,2,Custom software development,Tier 1,United Kingdom,55.378052,-3.435973
Closed,3431,Medium,Chat,Product setup,1st line support,Sheela Cutten,10/27/2023 11:33,10/28/2023 11:33,10/27/2023 11:35,35:19.6,Within SLA,01:49.8,SLA Violated,14:22.5,2,4,Ready to use Software,Tier 1,Poland,52.536273,19.050639
Resolved,3432,Low,Email,Feature request,1st line support,Bernard Beckley,10/27/2023 8:22,10/29/2023 8:22,10/27/2023 9:22,22:21.2,SLA Violated,02:26.9,Within SLA,,1,,Custom software development,Tier 1,Bulgaria,42.7249925,25.4833039
Resolved,3433,Medium,Email,Bug report,1st line support,Sheela Cutten,10/27/2023 10:10,10/29/2023 10:10,10/27/2023 11:10,08:57.3,Within SLA,11:27.5,Within SLA,,3,,Ready to use Software,Tier 1,Greece,39.368279,21.863141
Closed,3434,Low,Email,Feature request,1st line support,Connor Danielovitch,10/27/2023 12:03,10/29/2023 12:03,10/27/2023 13:03,41:09.1,Within SLA,19:07.3,Within SLA,14:18.4,4,3,Ready to use Software,Tier 1,United Kingdom,55.378052,-3.435973
